Year of Registration,Type Of Exploitation,Type of Labour,Type of Sex
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Agriculture,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Sexual exploitation,Unknown,Prostitution
2017,Sexual exploitation,Unknown,Prostitution
2017,Sexual exploitation,Unknown,Prostitution
2017,Sexual exploitation,Unknown,Prostitution
2017,Sexual exploitation,Unknown,Prostitution
2017,Sexual exploitation,Unknown,Prostitution
2017,Sexual exploitation,Unknown,Prostitution
2017,Sexual exploitation,Unknown,Prostitution
2017,Sexual exploitation,Unknown,Prostitution
2017,Sexual exploitation,Unknown,Prostitution
2017,Sexual exploitation,Unknown,Prostitution
2017,Sexual exploitation,Unknown,Prostitution
2017,Sexual exploitation,Unknown,Prostitution
2017,Sexual exploitation,Unknown,Prostitution
2017,Sexual exploitation,Unknown,Prostitution
2017,Sexual exploitation,Unknown,Prostitution
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Sexual exploitation,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Peddling,Unknown
2017,Forced labour,Peddling,Unknown
2017,Forced labour,Peddling,Unknown
2017,Forced labour,Peddling,Unknown
2017,Forced labour,Peddling,Unknown
2017,Forced labour,Peddling,Unknown
2017,Forced labour,Peddling,Unknown
2017,Forced labour,Peddling,Unknown
2017,Forced labour,Peddling,Unknown
2017,Forced labour,Peddling,Unknown
2017,Forced labour,Peddling,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Hospitality,Unknown
2017,Forced labour,Domestic Work,Unknown
2017,Forced labour,Domestic Work,Unknown
2017,Forced labour,Domestic Work,Unknown
2017,Forced labour,Domestic Work,Unknown
2017,Forced labour,Domestic Work,Unknown
2017,Forced labour,Domestic Work,Unknown
2017,Forced labour,Domestic Work,Unknown
2017,Forced labour,Domestic Work,Unknown
2017,Forced labour,Domestic Work,Unknown
2017,Forced labour,Domestic Work,Unknown
2017,Forced labour,Domestic Work,Unknown
2017,Forced labour,Domestic Work,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Construction,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Forced labour,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
2017,Unknown,Unknown,Unknown
